module;src_file;score;issue;opts;
python3.9;unicodeobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;unicodeobject.c;;"-funroll-loops is missing. ";"";
python3.9;typeobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;typeobject.c;;"-funroll-loops is missing. ";"";
python3.9;_sre.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;_sre.c;;"-funroll-loops is missing. ";"";
python3.9;pegen.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;pegen.c;;"-funroll-loops is missing. ";"";
python3.9;sre_lib.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;sre_lib.h;;"-funroll-loops is missing. ";"";
python3.9;floatobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;floatobject.c;;"-funroll-loops is missing. ";"";
python3.9;_tracemalloc.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;_tracemalloc.c;;"-funroll-loops is missing. ";"";
python3.9;compile.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;compile.c;;"-funroll-loops is missing. ";"";
python3.9;marshal.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;marshal.c;;"-funroll-loops is missing. ";"";
python3.9;obmalloc.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;obmalloc.c;;"-funroll-loops is missing. ";"";
python3.9;object.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;object.h;;"-funroll-loops is missing. ";"";
python3.9;object.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;object.c;;"-funroll-loops is missing. ";"";
python3.9;traceback.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;traceback.c;;"-funroll-loops is missing. ";"";
python3.9;longobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;longobject.c;;"-funroll-loops is missing. ";"";
python3.9;getargs.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;getargs.c;;"-funroll-loops is missing. ";"";
python3.9;capsule.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;capsule.c;;"-funroll-loops is missing. ";"";
python3.9;tokenizer.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;tokenizer.c;;"-funroll-loops is missing. ";"";
python3.9;ceval_gil.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;ceval_gil.h;;"-funroll-loops is missing. ";"";
python3.9;parse.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;parse.c;;"-funroll-loops is missing. ";"";
python3.9;frameobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;frameobject.c;;"-funroll-loops is missing. ";"";
python3.9;funcobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;funcobject.c;;"-funroll-loops is missing. ";"";
python3.9;thread_pthread.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;thread_pthread.h;;"-funroll-loops is missing. ";"";
python3.9;sliceobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;sliceobject.c;;"-funroll-loops is missing. ";"";
python3.9;setobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;setobject.c;;"-funroll-loops is missing. ";"";
python3.9;listobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;listobject.c;;"-funroll-loops is missing. ";"";
python3.9;errors.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;errors.c;;"-funroll-loops is missing. ";"";
python3.9;ceval.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;ceval.c;;"-funroll-loops is missing. ";"";
python3.9;codeobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;codeobject.c;;"-funroll-loops is missing. ";"";
python3.9;bytesobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;bytesobject.c;;"-funroll-loops is missing. ";"";
python3.9;tupleobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;tupleobject.c;;"-funroll-loops is missing. ";"";
python3.9;bltinmodule.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;bltinmodule.c;;"-funroll-loops is missing. ";"";
python3.9;call.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;call.c;;"-funroll-loops is missing. ";"";
python3.9;_collectionsmodule.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;_collectionsmodule.c;;"-funroll-loops is missing. ";"";
python3.9;methodobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;methodobject.c;;"-funroll-loops is missing. ";"";
python3.9;sysmodule.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;sysmodule.c;;"-funroll-loops is missing. ";"";
python3.9;dictobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;dictobject.c;;"-funroll-loops is missing. ";"";
python3.9;context.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;context.c;;"-funroll-loops is missing. ";"";
python3.9;abstract.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;abstract.h;;"-funroll-loops is missing. ";"";
python3.9;import.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;import.c;;"-funroll-loops is missing. ";"";
python3.9;descrobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;descrobject.c;;"-funroll-loops is missing. ";"";
python3.9;_functoolsmodule.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;_functoolsmodule.c;;"-funroll-loops is missing. ";"";
python3.9;weakrefobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;weakrefobject.c;;"-funroll-loops is missing. ";"";
python3.9;abstract.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;abstract.c;;"-funroll-loops is missing. ";"";
python3.9;classobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;classobject.c;;"-funroll-loops is missing. ";"";
python3.9;modsupport.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;modsupport.c;;"-funroll-loops is missing. ";"";
python3.9;moduleobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.9;moduleobject.c;;"-funroll-loops is missing. ";"";
