module;src_file;score;issue;opts;
python3.12;tupleobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;tupleobject.c;;"-funroll-loops is missing. ";"";
python3.12;unicodeobject.c.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;unicodeobject.c.h;;"-funroll-loops is missing. ";"";
python3.12;codeobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;codeobject.c;;"-funroll-loops is missing. ";"";
python3.12;_threadmodule.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;_threadmodule.c;;"-funroll-loops is missing. ";"";
python3.12;pycore_call.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;pycore_call.h;;"-funroll-loops is missing. ";"";
python3.12;listobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;listobject.c;;"-funroll-loops is missing. ";"";
python3.12;unicodectype.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;unicodectype.c;;"-funroll-loops is missing. ";"";
python3.12;errors.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;errors.c;;"-funroll-loops is missing. ";"";
python3.12;frameobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;frameobject.c;;"-funroll-loops is missing. ";"";
python3.12;funcobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;funcobject.c;;"-funroll-loops is missing. ";"";
python3.12;import.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;import.c;;"-funroll-loops is missing. ";"";
python3.12;bytesobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;bytesobject.c;;"-funroll-loops is missing. ";"";
python3.12;exceptions.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;exceptions.c;;"-funroll-loops is missing. ";"";
python3.12;Python-ast.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;Python-ast.c;;"-funroll-loops is missing. ";"";
python3.12;pyhash.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;pyhash.c;;"-funroll-loops is missing. ";"";
python3.12;memoryobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;memoryobject.c;;"-funroll-loops is missing. ";"";
python3.12;unicodeobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;unicodeobject.c;;"-funroll-loops is missing. ";"";
python3.12;bltinmodule.c.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;bltinmodule.c.h;;"-funroll-loops is missing. ";"";
python3.12;object.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;object.h;;"-funroll-loops is missing. ";"";
python3.12;abstract.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;abstract.c;;"-funroll-loops is missing. ";"";
python3.12;_operator.c.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;_operator.c.h;;"-funroll-loops is missing. ";"";
python3.12;_functoolsmodule.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;_functoolsmodule.c;;"-funroll-loops is missing. ";"";
python3.12;sliceobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;sliceobject.c;;"-funroll-loops is missing. ";"";
python3.12;unicode_format.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;unicode_format.h;;"-funroll-loops is missing. ";"";
python3.12;specialize.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;specialize.c;;"-funroll-loops is missing. ";"";
python3.12;dictobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;dictobject.c;;"-funroll-loops is missing. ";"";
python3.12;pycore_ceval.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;pycore_ceval.h;;"-funroll-loops is missing. ";"";
python3.12;marshal.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;marshal.c;;"-funroll-loops is missing. ";"";
python3.12;capsule.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;capsule.c;;"-funroll-loops is missing. ";"";
python3.12;_abc.c.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;_abc.c.h;;"-funroll-loops is missing. ";"";
python3.12;dtoa.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;dtoa.c;;"-funroll-loops is missing. ";"";
python3.12;_warnings.c.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;_warnings.c.h;;"-funroll-loops is missing. ";"";
python3.12;structmember.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;structmember.c;;"-funroll-loops is missing. ";"";
python3.12;context.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;context.c;;"-funroll-loops is missing. ";"";
python3.12;weakrefobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;weakrefobject.c;;"-funroll-loops is missing. ";"";
python3.12;gcmodule.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;gcmodule.c;;"-funroll-loops is missing. ";"";
python3.12;call.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;call.c;;"-funroll-loops is missing. ";"";
python3.12;sysmodule.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;sysmodule.c;;"-funroll-loops is missing. ";"";
python3.12;pycore_object.h;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;pycore_object.h;;"-funroll-loops is missing. ";"";
python3.12;odictobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;odictobject.c;;"-funroll-loops is missing. ";"";
python3.12;descrobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;descrobject.c;;"-funroll-loops is missing. ";"";
python3.12;iterobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;iterobject.c;;"-funroll-loops is missing. ";"";
python3.12;longobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;longobject.c;;"-funroll-loops is missing. ";"";
python3.12;traceback.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;traceback.c;;"-funroll-loops is missing. ";"";
python3.12;frame.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;frame.c;;"-funroll-loops is missing. ";"";
python3.12;pystate.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;pystate.c;;"-funroll-loops is missing. ";"";
python3.12;moduleobject.c;0.5;"-march=x86-64 is used but it should be replaced by a more architecture specific option or -march=native.";"GNU GIMPLE 11.2.0 -mtune=generic -march=x86-64 -g -g -O3 -O3 -O3 -O3 -O3 -fno-openmp -fno-openacc -fcf-protection=none -fPIC -fno-semantic-interposition -fuse-linker-plugin -ffat-lto-objects -flto-partition=none -flinker-output=exec ";
python3.12;moduleobject.c;;"-funroll-loops is missing. ";"";
